Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)"
"Region 32, Oakland, California",32-RC-326957,"CBRE, Inc.",Closed,09/29/2023,11/03/2023,"Certific. of Representative","San Jose",CA,A,"Single Labor Organization",Initial,10/26/2023,14,,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 39, AFL-CIO",10,,,,,1,11,,,,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 39, AFL-CIO","All full-time and regular part-time Chief Engineers, Assistant Chief Engineers,  Stationary Engineers, and Utility Engineers employed by the Employer at Brokaw A- 60 E Brokaw Ave., San Jose, CA 95112, Brokaw B-122 E Brokaw Ave., San Jose, CA 95112, Brokaw C-134 E Brokaw Ave., San Jose, CA 95112, Brokaw D-1849 Bering St., San Jose, CA 95112, PG-1-90 E Brokaw Ave., San Jose, CA 95112 and PG-2-123 Devcon, San Jose, CA 95112; excluding all other employees, confidential employees, office clerical employees, guards, and supervisors as defined by the Act.",,,
"Region 32, Oakland, California",32-RC-326965,"CBRE, Inc.",Closed,09/29/2023,11/03/2023,"Certific. of Representative","San Jose",CA,A,"Single Labor Organization",Initial,10/26/2023,15,,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 39, AFL-CIO",8,,,,,6,14,,,,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 39, AFL-CIO","All full-time and regular part-time Chief Engineers, Assistant Chief Engineers,  Stationary Engineers, and Utility Engineers employed by the Employer at TM1-285 W Tasman Dr., San Jose, CA 95134; TM2-255 W Tasman Dr., San Jose, CA 95134; TM3-225 W Tasman Dr., San Jose, CA 95134; TM4-175 W Tasman Dr., San Jose, CA 95134 and TMPS-265 W Tasman Dr., San Jose, CA  95134; excluding all other employees, confidential employees, office clerical employees, guards, and supervisors as defined by the Act.
",,,
"Region 32, Oakland, California",32-RC-326966,"CBRE, Inc.",Closed,09/29/2023,11/03/2023,"Certific. of Representative","San Jose",CA,A,"Single Labor Organization",Initial,10/26/2023,6,,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 39, AFL-CIO",5,,,,,,5,,,,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 39, AFL-CIO","All full-time and regular part-time Chief Engineers, Assistant Chief Engineers,  Stationary Engineers, and Utility Engineers employed by the Employer at Disk1-5079 Disk Dr., San Jose, CA 95134, Disk 2-5083 Disk Dr., San Jose, CA 95134,  Disk 3-5087 Disk Dr., San Jose, CA 95134, BNV 1-2600 N First St., San Jose, CA 95134, BNV 2-2640 N First St., San Jose, CA 95134 and 2460-75 E. Trimble Ave. San Jose, CA 95134; excluding all other employees, confidential employees, office clerical employees, guards, and supervisors as defined by the Act.",,,
"Region 25, Indianapolis, Indiana",25-RC-327269,"IKG US, LLC",Closed,10/04/2023,11/03/2023,"Certification of Results",Garrett,IN,A,"Single Labor Organization",Initial,10/26/2023,42,,"International Brotherhood of Boilermakers, Iron Ship Builders, Blacksmiths, Forgers and Helpers, AFL-CIO",,,,,,,41,,,,,"Included: All production and maintenance employees, including full-time employees, regular part-time employees, and temporary employees supplied by a staffing agency, employed by the Employer at the Employer's facility located at 1801 Forrest Park Drive, Garrett, Indiana.

Excluded: All office clerical employees, managers, professional employees, guards and supervisors as defined in the Act, and all other 
employees.",,,
"Region 32, Oakland, California",32-RC-323101,"Shell Catalyst and Technologies LP",Closed,08/02/2023,11/06/2023,"Certification of Results","Bay Point",CA,A,"Single Labor Organization",Initial,10/25/2023,4,,"UNITED STEEL, PAPER AND FORESTRY, RUBBER, MANUFACTURING, ENERGY, ALLIED INDUSTRIAL AND SERVICE WORKERS INTERNATIONAL UNION, AFL-CIO, CLC",2,,,,,1,3,,,,"UNITED STEEL, PAPER AND FORESTRY, RUBBER, MANUFACTURING, ENERGY, ALLIED INDUSTRIAL AND SERVICE WORKERS INTERNATIONAL UNION, AFL-CIO, CLC",,,,
"Region 01, Boston, Massachusetts",01-RC-325190,"Prospect Chartercare SJHSRI, LLC, d/b/a Our Lady of Fatima Hospital",Closed,09/05/2023,11/02/2023,"Certific. of Representative","North Providence",RI,A,"Single Labor Organization",Initial,10/25/2023,73,,"United Nurses and Allied Professional",37,,,,,11,48,,3,,"United Nurses and Allied Professional","Including all full-time and regular part-time professional employees employed by the Employer at its 200 High Street Avenue, Providence, Rhode Island facility; but excluding, directors, and managers, guards and supervisors within the meaning of the Act.",,,
"Region 01, Boston, Massachusetts",01-RC-325157,"Prospect Chartercare SJHSRI, LLC, d/b/a Our Lady of Fatima Hospital",Closed,09/05/2023,11/02/2023,"Certific. of Representative","North Providence",RI,A,"Single Labor Organization",Initial,10/25/2023,91,,"United Nurses and Allied Professionals",54,,,,,12,66,,4,,"United Nurses and Allied Professionals","All full-time and regular part-time technical employees employed by the Employer at its 200 High Service Avenue, Providence, Rhode Island facility; but excluding, directors, and managers, guards, professional employees and supervisors within the meaning of the Act.",,,
"Region 20, San Francisco, California",20-RC-325580,Carmax,Closed,09/12/2023,11/08/2023,"Certification of Results",Roseville,CA,A,"Single Labor Organization",Initial,10/25/2023,27,,"International Brotherhood of Electrical Workers, Local Union 1245",6,,,,,20,26,,,,,"All full-time and regular part-time CA Automotive Technicians, CA Automotive Technician-Leads, CA Automotive Technician-Sr. and Emissions Technicians employed by the Employer at its facility located at 1450 Eureka Rd., Roseville, California; excluding all other employees, office clericals, managers, confidential employees, guards, and supervisors as defined by the Act.",,,
"Region 14, Saint Louis, Missouri",14-RC-325685,"EH, LLC d/b/a Honda of Frontenac",Closed,09/13/2023,11/03/2023,"Certific. of Representative","Saint Louis",MO,A,"Single Labor Organization",Initial,10/25/2023,34,,"District Lodge 9, International Association of Machinists and Aerospace Workers, AFL-CIO",22,,,,,8,30,,1,,"District Lodge 9, International Association of Machinists and Aerospace Workers, AFL-CIO","All full-time and regular part-time Service Technicians, Lead Service Technicians, Vocational Student Technicians, and Service Advisors employed by the Employer at its facility located at 885 S. Lindbergh Blvd., Saint Louis, Missouri. Excluding office clerical employees, professional employees, guards and supervisors as defined by the Act, and all other employees.",,,
"Region 05, Baltimore, Maryland",05-RC-326137,"Rare Bird Coffee LLC d/b/a Rare Bird Coffee Roasters",Closed,09/19/2023,11/02/2023,"Certific. of Representative","Falls Church",VA,A,"Single Labor Organization",Initial,10/25/2023,17,,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",11,,,,,4,15,,,,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union","All full-time and regular part-time Baristas, Bakers, Dishwashers, Roasters, QC Managers, Assistant Store Managers, and Sous Chefs employed by the Employer at its facility currently located at 230 W. Broad Street in Falls Church, Virginia but excluding all Store Managers, Director of Business Development, Head Bakers, Guards, Confidential Employees, Managerial Employees, and Supervisors as defined in the Act.",,,
"Region 31, Los Angeles, California",31-RC-325666,"Lakeside Environmental Consultants LLC",Closed,09/12/2023,11/01/2023,"Certific. of Representative","Rancho Cucamonga",CA,A,"Single Labor Organization",Initial,10/24/2023,17,,"International Brotherhood of Electrical Workers Local 47",14,,,,,3,18,,1,,"International Brotherhood of Electrical Workers Local 47","Included: All full-time Non-Arborist Assessors, Certified Arborist Assessors, and Certified Lead Arborist Assessors employed by the Employer to perform work in the Southern Zone of Southern California Edison’s geographical service territory pursuant to the Employer’s contract with Southern California Edison.

Excluded:  All other employees, managers, confidential employees, office clerical employees, guards, and supervisors as defined by the Act, including but not limited to Certified Lead Arborist Assessors whom the Employer has authorized to act as supervisors within the meaning of the Act.
",,,
"Region 27, Denver, Colorado",27-RC-325759,"Brundage Bone Concrete Pumping, Inc.",Closed,09/14/2023,11/01/2023,"Certification of Results",Boise,ID,A,"Single Labor Organization",Initial,10/24/2023,35,,"International Union of Operating Engineers, Local 302, AFL-CIO",10,,,,,21,31,,,,,"Included: All full-time and regular part-time concrete pump operators, mechanics and foremen employed by the Employer at its Boise, Idaho facility.

Excluded: All office clerical employees, dispatchers, guards, and supervisors, as defined in the Act, and all other employees.",,,
"Region 16, Fort Worth, Texas",16-RC-325800,"Starbucks Corporation",Closed,09/14/2023,11/01/2023,"Certific. of Representative","Farmers Branch",TX,A,"Single Labor Organization",Initial,10/24/2023,20,,"Workers United a/w SEIU",14,,,,,2,16,,,,"Workers United a/w SEIU","INCLUDED: All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at its Store #57605 located at 2425 Valley View Lane, Farmers Branch, Texas 75234.

EXCLUDED: All other employees, Store Managers, Assistant Store Managers, office clerical employees, professional employees, guards and supervisors as defined in the Act.
",,,
"Region 13, Chicago, Illinois",13-RC-326017,"Davidson Hotel Company LLC d/b/a Hyatt Centric Chicago Magnificent Mile",Closed,09/18/2023,11/02/2023,"Certific. of Representative",Chicago,IL,A,"Single Labor Organization",Initial,10/24/2023,47,1,"UNITE HERE Local 1",26,,,,,14,45,,5,,"UNITE HERE Local 1","Included: All regular full-time and part-time servers, hosts, bussers, bartenders, banquet servers, banquet housemen, cooks, room service employees, 
and dishwashers, employed by the Employer at its facility currently located at 633 North St. Clair St., Chicago, IL 60611.

Excluded:  All other employees, sous chefs, chefs, restaurant supervisors, valet employees, bell employees, telephone operators, housekeeping 
employees, front desk employees, engineering employees, front office employees, casual employees, office clerical employees, professional employees, guards and supervisors, as defined by the Act.",,,
"Region 13, Chicago, Illinois",13-RC-326217,"Reliance Plumbing, Sewer and Drainage, Inc.",Closed,09/21/2023,11/01/2023,"Certific. of Representative",Northbrook,IL,A,"Single Labor Organization",Initial,10/24/2023,17,,"Plumbers Local Union 130, United Association of Journeymen and Apprentices of the Plumbing and Pipe Fitting Industry of the United States and Canada, AFL-CIO",10,,,,,4,17,,3,,"Plumbers Local Union 130, United Association of Journeymen and Apprentices of the Plumbing and Pipe Fitting Industry of the United States and Canada, AFL-CIO","Included: All full-time and regular part-time service and underground plumbers, technicians, helpers, and excavators employed by the Employer at its facility currently located at 1848 Techny Rd., Northbrook, IL 60062. 

Excluded: All other employees, professional employees, managerial employees, clerical employees, confidential employees, guards and supervisors as defined by the Act.
",,,
